zone_id,area_type,hour,day_of_week,month,temperature,humidity,weather_condition,traffic_density,pedestrian_density,light_intensity,lamp_age,maintenance_score,energy_consumption_kwh
4,2,21,6,2,17.242522975371145,42.88467014450144,3,74.51327484983999,80.765960157478,83.38206585104774,0.7212565705829577,62.12291128685469,78.76666313430623
5,2,20,5,10,39.03859307202774,51.35810344993419,0,12.705626535767433,18.818416916794554,63.594787887522266,2.7071469715249834,90.70701732149116,48.29588925399628
3,1,7,1,6,35.18154123315626,47.04624895364598,2,10.38737902788105,21.198152079926135,53.03400847554608,3.0721682741754766,86.6372012488272,36.16888750724571
5,0,16,0,12,26.490818858911506,40.56535727663123,0,71.01450375965034,34.0225241522392,85.54545768376163,2.4008672092979477,79.94104496585592,73.76348564301497
5,1,15,4,12,20.590063708091776,74.5999748139394,3,20.883702045198383,31.813253133349086,87.05768228732359,2.994833181619377,78.71159081890167,65.78045701731156
2,0,22,2,7,38.33637763124631,45.124193211010294,2,30.67727513528323,95.6527749078009,95.36169903726204,0.9018988443753567,79.89645517965705,73.10643229018159
3,0,9,4,2,23.614914893174294,57.25004821006583,0,47.522746700174025,78.90739828816936,62.56990662586466,2.3980687708204167,77.48096304394691,63.37614584633008
3,0,9,2,2,19.02461079218437,53.15156681016654,3,44.93513167295462,72.40087921615539,70.37510406983961,3.2904628046983393,75.71569183324716,61.88795371455776
3,1,1,3,10,29.07910971134887,88.92464271813785,0,70.85791250649991,18.596322405813183,61.78770657076432,2.1635322462435185,79.98762411544482,56.52122798598296
5,0,8,1,12,38.5943530086204,53.46553464889323,1,62.3431793443361,90.95255593623295,55.42490931108209,3.3972366790829893,81.14060684639043,57.5903937653061
4,1,16,3,10,15.095757262508064,34.79894896780529,3,64.43961622818657,82.78703795061737,85.0619776922565,2.255956402769198,87.67609256334484,75.27316464516069
3,2,10,2,1,20.95312108134997,35.38954515432504,2,71.40543306554574,16.36418413279237,60.379110701017325,1.6679979042113864,88.4482864293609,53.405264582147495
5,2,9,2,4,38.461191010260194,65.44522328118389,2,29.261272742346534,87.11703319609725,65.68896651954113,1.5180252354354618,75.10516320560578,53.45778331299364
2,0,21,2,7,19.277149171429052,65.96181310429594,1,32.233331180047365,27.22475363704713,64.22041945744166,2.05451029494294,76.54162090973955,46.55172235427716
4,1,16,5,9,17.831086290995497,55.1255394289593,0,43.799774789555414,8.086974583210605,82.75967353880475,0.11544811341100414,74.94788678944892,58.87229031278716
2,2,3,0,3,29.254680394995113,55.910621538721784,0,30.74621730335261,65.68223065142101,95.06773756664079,3.342625692230569,81.46143094502841,69.2090436308034
4,1,15,1,12,36.54609558237075,33.23595497045227,2,98.49378689708634,65.38046593843306,80.00536367844263,4.225528204901309,78.13414151656781,76.76025277529436
5,1,19,3,11,26.927745442348154,60.99279062335573,0,81.40519264214296,9.49320095656181,68.29495576565395,1.7731354722155928,95.58385852544774,59.30533475878182
1,0,14,3,7,39.86410641711312,60.2843685228211,3,16.465468825602958,31.885180893658237,86.75230688433301,0.23016568070859278,87.8544506766589,64.69836102050704
4,2,20,4,7,31.979292488449822,38.97295911341667,3,0.5594155881869511,99.28144622555386,78.45827944732825,4.933877986927788,95.94625535017782,57.186619146268576
2,0,4,2,7,16.851872680261195,36.23036316665566,2,4.278326824726786,67.84266670087369,43.63662142706881,1.3184912772553348,88.36547966237703,38.86799663303122
5,0,5,6,2,39.82080329204938,37.41434943596943,3,24.406345104292527,73.00751666033291,45.739815185130496,0.633105608453865,98.83968594095256,41.08468993477605
4,2,16,2,6,25.19735591950476,36.06169478947551,2,11.429128583685655,21.291728560430567,42.275016644418,1.8487625398651397,85.42947113021077,33.15877202835994
1,2,0,2,2,22.185063346137063,66.5824917322056,0,53.33381148925721,7.878207100391432,67.4089795723792,3.6927852031677832,98.54200552652219,50.64239419197009
1,1,18,6,6,28.94697958944714,41.78895914417512,0,85.79952227273586,27.690168974093766,89.55120606033789,1.4695829844528285,66.32679561637704,75.29961071649876
3,2,3,3,10,22.60768979552161,45.08580913124781,0,73.67502209132275,24.889838519319195,58.784990161081126,2.873516019597439,62.099107233176156,59.12713018206135
3,1,16,4,3,17.161437678003807,40.414328649086386,1,21.560906308219042,23.45441007480531,63.0496109855489,2.077799972185711,83.16500740815437,45.139525905259475
2,1,8,0,2,15.035708576979419,87.47011826691019,2,39.929925602578585,19.275432188703956,94.56862650207344,0.5888199613830924,99.33972823199099,65.87695096858354
4,1,23,6,12,26.239583823006555,81.27704778911013,3,50.78942095312776,57.475569065540434,90.21420671899929,1.6514350624605512,76.70420989209588,66.17870672395085
4,2,1,5,6,35.921585555664805,43.82969024109126,0,81.02058495033356,32.810347584182175,79.9028867429536,3.6243525285703333,68.48173448771838,72.83181567718384
3,0,7,1,2,29.307879640751914,49.653977635327564,1,83.91216031061649,82.03450150475304,56.00822692553508,3.0600194866572283,80.86165796774056,65.78963092468284
4,1,14,6,5,39.98018247358602,42.59357053829983,3,90.97183119077759,18.3947417847384,47.02248896130661,0.598891899417805,85.95194498315554,49.177625206025596
4,0,6,0,2,22.17116614118,59.512557567649424,3,50.924525050287514,46.46270708685445,40.963529360806824,0.8166120485715428,72.60714782063556,43.96161649235047
1,0,5,3,3,22.011376619001382,31.176631948455217,3,69.4274746435863,1.3657836426079983,46.42064035626525,3.2036667965372274,88.59077433997038,51.78525960960564
3,2,0,5,3,18.993736505848606,70.28208053380774,0,11.180037123393715,48.16823224551921,57.55578661743657,4.067077071604344,99.00458028182902,44.75099451873872
5,0,14,5,6,19.10158970663338,61.3894889890585,3,56.52889599539821,5.583822087647439,73.10740381476974,1.7473724797908463,95.87852486842468,58.67995008246942
3,0,22,5,6,22.129664900251196,83.91833569806619,2,24.869180947113513,97.77235118726436,43.840004965143216,2.976553759217251,71.66341494048781,45.2235024008243
5,2,6,2,10,34.82100113183818,39.86356105970485,1,43.17168850266111,79.05921286504129,48.17366669910694,0.8532179437605264,73.06894732578394,51.588406217872446
1,1,16,1,3,37.64391976591119,78.2465547636679,3,63.40505083067194,49.01114766364554,50.86484213847646,1.5568816845266191,74.86164897798355,57.796114758105396
2,0,1,3,3,39.37717924269204,77.51766086800293,3,25.698593785378108,8.658735817935026,77.91892557899837,0.101351028365263,75.78211113574581,59.940080163180276
4,2,8,3,12,20.807241352411317,37.63087135301322,2,5.218505779676108,59.244544079041425,76.94738793880747,3.8413797389976128,64.01277996773118,58.18899931335501
1,0,8,5,1,37.0324386403523,53.913553448647654,3,1.0233856408757513,75.87637507018775,73.04594358232917,2.005049098864834,90.47851355557157,53.3583974065629
4,0,12,3,7,23.206377231933427,40.20915846867101,0,2.2159535544521547,19.07172530047453,55.03008548175637,4.08062786826977,74.61357054442801,39.809727990105955
2,1,5,1,8,17.82101361292211,45.28323002745293,0,0.8349737513769662,56.82083407874908,62.26718147312392,3.5418649801136315,95.19279906821808,45.54998217583532
2,0,5,1,2,36.750623138004144,45.79477048983266,0,11.035505655787547,81.4210898382868,45.801382980264584,4.143721328642385,97.07762492480435,48.10564790416194
1,2,19,4,4,30.902640866090465,63.37418364154637,3,23.948871457012988,76.82477776463163,53.587636225483294,1.4282933479144138,60.977252372307525,51.34367323886144
2,0,19,6,10,19.11827240202654,54.684655905627935,1,22.12215141822992,80.29920178671529,93.86231358835482,0.9255436521392263,99.54012279712825,68.87482171083003
5,1,20,6,7,25.745781437825066,86.86396824037831,1,98.67965941798967,87.93234248697198,98.78150478614971,4.859528413258353,88.40090926000738,83.04107122646602
2,1,2,4,8,22.181442371926693,37.58220851682031,3,30.60061052089432,93.76821021594702,78.85957513841768,3.5866389352043475,80.81568903971849,65.13156483888788
4,2,16,0,1,33.41986421775492,88.42152809101194,1,12.74207833593991,40.552115520353595,95.00939752140522,4.170211339633352,75.58110433490214,68.94760799694212
4,1,16,6,4,26.3354057656067,43.83831841285584,1,54.55625441677579,56.87691025228773,78.5645140240855,0.06566686854966863,80.74072530438852,66.1118080103572
4,0,11,1,6,39.73199862765962,76.37243618291119,3,85.79574553975084,79.06595260456109,41.99178916632819,1.7723081014794329,72.98498895913778,52.8859058064615
4,1,15,1,3,16.368624556489877,50.33819557036928,0,67.80603767876752,69.71398139457831,99.80575509918454,3.7140834528866584,84.90751254786193,75.65642069585135
5,2,14,6,5,23.875381653406166,38.584883725038836,3,29.60820891354503,99.55202282643788,45.93713810119209,0.3899141649499166,63.71921105779165,47.39245069719094
